,Title,Date,Category,Tokens,Negative,Neutral,Positive,Compound,Month,Week
1980,Mirziyoyev signs a law on conflict of interest,2024-06-06,POLITICS,"['mirziyoyev', 'signs', 'law', 'conflict', 'interest']",0.277,0.361,0.361,0.1779,2024-06,2024-06-03/2024-06-09
1985,Shavkat Mirziyoyev arrives in Ankara,2024-06-06,POLITICS,"['shavkat', 'mirziyoyev', 'arrives', 'ankara']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1978,Hungarian travel company expects resumption of direct flights between Tashkent and Budapest,2024-06-06,POLITICS,"['hungarian', 'travel', 'company', 'expects', 'resumption', 'direct', 'flights', 'tashkent', 'budapest']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1977,Three people drowned in Fergana region,2024-06-06,SOCIETY,"['three', 'people', 'drowned', 'fergana', 'region']",0.494,0.506,0.0,-0.5994,2024-06,2024-06-03/2024-06-09
1976,KamAZ truck hits two small children to death in Samarkand,2024-06-06,SOCIETY,"['kamaz', 'truck', 'hits', 'two', 'small', 'children', 'death', 'samarkand']",0.358,0.642,0.0,-0.5994,2024-06,2024-06-03/2024-06-09
1975,Mirziyoyev visits Turkish aerospace company,2024-06-06,POLITICS,"['mirziyoyev', 'visits', 'turkish', 'aerospace', 'company']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1974,Uzbekistan delegation gets acquainted with experience of Italy in organizing activities of local representative bodies,2024-06-06,POLITICS,"['uzbekistan', 'delegation', 'gets', 'acquainted', 'experience', 'italy', 'organizing', 'activities', 'local', 'representative', 'bodies']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1972,Official welcoming ceremony for Uzbekistan’s president takes place in Ankara (photos),2024-06-06,POLITICS,"['official', 'welcoming', 'ceremony', 'uzbekistans', 'president', 'takes', 'place', 'ankara', 'photos']",0.0,0.734,0.266,0.4404,2024-06,2024-06-03/2024-06-09
1971,Jizzakh region’s investment and tourism potential presented in Beijing,2024-06-06,BUSINESS,"['jizzakh', 'regions', 'investment', 'tourism', 'potential', 'presented', 'beijing']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1973,Representatives of Uzbekistan take part in TURKPA plenary session in Baku,2024-06-06,SOCIETY,"['representatives', 'uzbekistan', 'take', 'part', 'turkpa', 'plenary', 'session', 'baku']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1963,Shavkat Mirziyoyev’s official visit to Turkey ended,2024-06-07,SOCIETY,"['shavkat', 'mirziyoyevs', 'official', 'visit', 'turkey', 'ended']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1970,"Mirziyoyev, Erdoğan hold a meeting of Strategic Cooperation Council",2024-06-07,POLITICS,"['mirziyoyev', 'erdoan', 'hold', 'meeting', 'strategic', 'cooperation', 'council']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1969,Erdoğan awards President Mirziyoyev the “Order of the Turkish Republic”,2024-06-07,SOCIETY,"['erdoan', 'awards', 'president', 'mirziyoyev', 'order', 'turkish', 'republic']",0.0,0.667,0.333,0.4588,2024-06,2024-06-03/2024-06-09
1968,20 documents inked following Mirziyoyev’s visit to Turkey,2024-06-07,POLITICS,"['documents', 'inked', 'following', 'mirziyoyevs', 'visit', 'turkey']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1967,"Cobalt crashed in Karakalpakstan, driver died",2024-06-07,SOCIETY,"['cobalt', 'crashed', 'karakalpakstan', 'driver', 'died']",0.474,0.526,0.0,-0.5574,2024-06,2024-06-03/2024-06-09
1966,SSS detains tax inspectors for accepting bribes in four regions,2024-06-07,SOCIETY,"['sss', 'detains', 'tax', 'inspectors', 'accepting', 'bribes', 'four', 'regions']",0.0,0.729,0.271,0.3818,2024-06,2024-06-03/2024-06-09
1965,Mirziyoyev expresses deep concern about the West’s attitude towards situation in Gaza,2024-06-07,SOCIETY,"['mirziyoyev', 'expresses', 'deep', 'concern', 'wests', 'attitude', 'towards', 'situation', 'gaza']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1962,New head of Cinematography Agency appointed,2024-06-07,SOCIETY,"['new', 'head', 'cinematography', 'agency', 'appointed']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1961,First reactor of a small NPP in Uzbekistan expected to put into operation in 5 years,2024-06-07,SOCIETY,"['first', 'reactor', 'small', 'npp', 'uzbekistan', 'expected', 'put', 'operation', 'years']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1960,Man beats his neighbor to death with a stone in Jizzakh,2024-06-07,SOCIETY,"['man', 'beats', 'neighbor', 'death', 'stone', 'jizzakh']",0.438,0.562,0.0,-0.5994,2024-06,2024-06-03/2024-06-09
1959,"Gazprom, Kazakhstan enter into contracts for gas transit to Uzbekistan and Kyrgyzstan",2024-06-07,SOCIETY,"['gazprom', 'kazakhstan', 'enter', 'contracts', 'gas', 'transit', 'uzbekistan', 'kyrgyzstan']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1958,Issues of launching direct flights between British Birmingham and Uzbek cities discussed in London,2024-06-07,POLITICS,"['issues', 'launching', 'direct', 'flights', 'british', 'birmingham', 'uzbek', 'cities', 'discussed', 'london']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1957,"Lacetti driver crashes into a tree in Tashkent, dies on spot",2024-06-07,SOCIETY,"['lacetti', 'driver', 'crashes', 'tree', 'tashkent', 'dies', 'spot']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1956,Individual attempting to smuggle two hawk chicks detained in Tashkent region,2024-06-07,SOCIETY,"['individual', 'attempting', 'smuggle', 'two', 'hawk', 'chicks', 'detained', 'tashkent', 'region']",0.431,0.569,0.0,-0.6486,2024-06,2024-06-03/2024-06-09
1964,Shavkat Mirziyoyev to visit Yakkasaray and Yashnabad districts,2024-06-07,SOCIETY,"['shavkat', 'mirziyoyev', 'visit', 'yakkasaray', 'yashnabad', 'districts']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1951,Uzbekistan and Ireland discuss promising areas for expanding cooperation,2024-06-08,POLITICS,"['uzbekistan', 'ireland', 'discuss', 'promising', 'areas', 'expanding', 'cooperation']",0.0,0.69,0.31,0.4019,2024-06,2024-06-03/2024-06-09
1949,"Individual who promised to “help” with admission to MIA Academy for $3,000 detained",2024-06-08,SOCIETY,"['individual', 'promised', 'help', 'admission', 'mia', 'academy', 'detained']",0.374,0.229,0.397,0.0772,2024-06,2024-06-03/2024-06-09
1954,Shavkat Mirziyoyev visits water sports palace built in Yakkasaray district ,2024-06-08,SOCIETY,"['shavkat', 'mirziyoyev', 'visits', 'water', 'sports', 'palace', 'built', 'yakkasaray', 'district']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1953,Four trucks collide in Jizzakh region,2024-06-08,SOCIETY,"['four', 'trucks', 'collide', 'jizzakh', 'region']",0.245,0.755,0.0,-0.0772,2024-06,2024-06-03/2024-06-09
1952,Environmental inspector beaten during night duty in Khorezm region,2024-06-08,SOCIETY,"['environmental', 'inspector', 'beaten', 'night', 'duty', 'khorezm', 'region']",0.318,0.682,0.0,-0.4215,2024-06,2024-06-03/2024-06-09
1950,Republic of Korea appoints a new ambassador to Uzbekistan ,2024-06-08,SOCIETY,"['republic', 'korea', 'appoints', 'new', 'ambassador', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1947,Polish employers interested in attracting migrant workers from Uzbekistan,2024-06-08,POLITICS,"['polish', 'employers', 'interested', 'attracting', 'migrant', 'workers', 'uzbekistan']",0.0,0.463,0.537,0.7003,2024-06,2024-06-03/2024-06-09
1948,17-year-old boy falls from a moving attraction in Jizzakh,2024-06-08,SOCIETY,"['yearold', 'boy', 'falls', 'moving', 'attraction', 'jizzakh']",0.0,0.625,0.375,0.4588,2024-06,2024-06-03/2024-06-09
1946,Student who sold Notcoin sentenced to 10-day arrest,2024-06-08,SOCIETY,"['student', 'sold', 'notcoin', 'sentenced', 'day', 'arrest']",0.467,0.533,0.0,-0.3612,2024-06,2024-06-03/2024-06-09
1945,Uzbekistan joins ILO Administrative Council ,2024-06-08,POLITICS,"['uzbekistan', 'joins', 'ilo', 'administrative', 'council']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1944,Doc-1 Max case: Marion Biotech founders escape custody,2024-06-08,SOCIETY,"['doc', 'max', 'case', 'marion', 'biotech', 'founders', 'escape', 'custody']",0.0,0.805,0.195,0.1779,2024-06,2024-06-03/2024-06-09
1955,Deputy Ministers of Investments appointed,2024-06-08,SOCIETY,"['deputy', 'ministers', 'investments', 'appointed']",0.0,1.0,0.0,0.0,2024-06,2024-06-03/2024-06-09
1934,Leading educational institutions of Uzbekistan and Belgium expand academic ties,2024-06-10,POLITICS,"['leading', 'educational', 'institutions', 'uzbekistan', 'belgium', 'expand', 'academic', 'ties']",0.0,0.753,0.247,0.3182,2024-06,2024-06-10/2024-06-16
1943,UNGA supports initiative of Uzbekistan and China on day of dialogue among civilizations,2024-06-10,POLITICS,"['unga', 'supports', 'initiative', 'uzbekistan', 'china', 'day', 'dialogue', 'among', 'civilizations']",0.0,0.762,0.238,0.3612,2024-06,2024-06-10/2024-06-16
1942,Drunk driver hits a pedestrian to death in Tashkent ,2024-06-10,SOCIETY,"['drunk', 'driver', 'hits', 'pedestrian', 'death', 'tashkent']",0.612,0.388,0.0,-0.743,2024-06,2024-06-10/2024-06-16
1941,14-year-old teenager drowned in a canal in Tashkent region ,2024-06-10,SOCIETY,"['yearold', 'teenager', 'drowned', 'canal', 'tashkent', 'region']",0.438,0.562,0.0,-0.5994,2024-06,2024-06-10/2024-06-16
1940,"Truck falls into a river in Tashkent region, its passenger dies",2024-06-10,SOCIETY,"['truck', 'falls', 'river', 'tashkent', 'region', 'passenger', 'dies']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1939,Admission to 1st grade for 2024-2025 academic year to kick off on June 20,2024-06-10,SOCIETY,"['admission', 'st', 'grade', 'academic', 'year', 'kick', 'june']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1938,Dense smoke billows near MIA building in Tashkent,2024-06-10,SOCIETY,"['dense', 'smoke', 'billows', 'near', 'mia', 'building', 'tashkent']",0.268,0.732,0.0,-0.296,2024-06,2024-06-10/2024-06-16
1936,Modern management in healthcare being taught to managers of maternal and child health system ,2024-06-10,POLITICS,"['modern', 'management', 'healthcare', 'taught', 'managers', 'maternal', 'child', 'health', 'system']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1935,"Uzbekistan, Oman discuss issues of establishing direct flights between Tashkent and Muscat",2024-06-10,POLITICS,"['uzbekistan', 'oman', 'discuss', 'issues', 'establishing', 'direct', 'flights', 'tashkent', 'muscat']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1937,"Chinese children invited to visit Samarkand, Bukhara and Khiva",2024-06-10,SOCIETY,"['chinese', 'children', 'invited', 'visit', 'samarkand', 'bukhara', 'khiva']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1933,27 Uzbek citizens previously detained in Kazakhstan released,2024-06-10,SOCIETY,"['uzbek', 'citizens', 'previously', 'detained', 'kazakhstan', 'released']",0.351,0.649,0.0,-0.4019,2024-06,2024-06-10/2024-06-16
1932,London hosts a festival of Uzbek culture and national cuisine,2024-06-10,CULTURE,"['london', 'hosts', 'festival', 'uzbek', 'culture', 'national', 'cuisine']",0.0,0.652,0.348,0.4939,2024-06,2024-06-10/2024-06-16
1930,Gov’t considers plans for investment cooperation with Turkey and Saudi Arabia,2024-06-10,POLITICS,"['govt', 'considers', 'plans', 'investment', 'cooperation', 'turkey', 'saudi', 'arabia']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1929,Traffic accident claims lives of six people in Navoi,2024-06-10,SOCIETY,"['traffic', 'accident', 'claims', 'lives', 'six', 'people', 'navoi']",0.341,0.659,0.0,-0.4767,2024-06,2024-06-10/2024-06-16
1928,Admission to academic lyceums kicks off,2024-06-10,SOCIETY,"['admission', 'academic', 'lyceums', 'kicks']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1927,US Trade Representative Katherine Tai to visit Uzbekistan,2024-06-10,POLITICS,"['us', 'trade', 'representative', 'katherine', 'tai', 'visit', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1926,"Uzbekistan, UAE discuss issues of expanding cooperation in field of cultural heritage preservation ",2024-06-10,POLITICS,"['uzbekistan', 'uae', 'discuss', 'issues', 'expanding', 'cooperation', 'field', 'cultural', 'heritage', 'preservation']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1925,Uzbekistan plans to develop mountain territories based on Turkish experience ,2024-06-10,POLITICS,"['uzbekistan', 'plans', 'develop', 'mountain', 'territories', 'based', 'turkish', 'experience']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1924,Agreement on supply of Uzbek products reached in Warsaw,2024-06-10,BUSINESS,"['agreement', 'supply', 'uzbek', 'products', 'reached', 'warsaw']",0.126,0.345,0.529,0.5423,2024-06,2024-06-10/2024-06-16
1931,Soda seller’s oxygen tank exploded in Asaka,2024-06-10,SOCIETY,"['soda', 'sellers', 'oxygen', 'tank', 'exploded', 'asaka']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1922,"Uzbekistan, Turkmenistan to develop a cooperation program between Avaza National Tourist Zone and Khorezm region",2024-06-11,POLITICS,"['uzbekistan', 'turkmenistan', 'develop', 'cooperation', 'program', 'avaza', 'national', 'tourist', 'zone', 'khorezm', 'region']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1921,Uzbekistan to celebrate Eid al-Adha on June 16,2024-06-11,SOCIETY,"['uzbekistan', 'celebrate', 'eid', 'aladha', 'june']",0.0,0.519,0.481,0.5719,2024-06,2024-06-10/2024-06-16
1920,Uzbekistan national team secures first place at Asian Kurash Championship ,2024-06-11,SPORT,"['uzbekistan', 'national', 'team', 'secures', 'first', 'place', 'asian', 'kurash', 'championship']",0.0,0.574,0.426,0.6369,2024-06,2024-06-10/2024-06-16
1908,Navoiyazot's strategic price manipulation leads to substantial unauthorized revenue,2024-06-11,SOCIETY,"['navoiyazots', 'strategic', 'price', 'manipulation', 'leads', 'substantial', 'unauthorized', 'revenue']",0.22,0.6,0.18,-0.1027,2024-06,2024-06-10/2024-06-16
1923,"Water released at Khisorak reservoir in Kashkadarya, no casualties reported",2024-06-11,SOCIETY,"['water', 'released', 'khisorak', 'reservoir', 'kashkadarya', 'casualties', 'reported']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1917,“My garden” project launched in Uzbekistan ,2024-06-11,POLITICS,"['garden', 'project', 'launched', 'uzbekistan']",0.0,0.667,0.333,0.128,2024-06,2024-06-10/2024-06-16
1916,President of South Korea to visit Uzbekistan,2024-06-11,POLITICS,"['president', 'south', 'korea', 'visit', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1919,Electricity to be temporarily cut off in two districts of Tashkent,2024-06-11,SOCIETY,"['electricity', 'temporarily', 'cut', 'two', 'districts', 'tashkent']",0.296,0.704,0.0,-0.2732,2024-06,2024-06-10/2024-06-16
1915,US border patrol to deport illegal migrants from Central Asia,2024-06-11,POLITICS,"['us', 'border', 'patrol', 'deport', 'illegal', 'migrants', 'central', 'asia']",0.34,0.66,0.0,-0.5574,2024-06,2024-06-10/2024-06-16
1913,More than a hundred individuals convicted amid human trafficking fight in Uzbekistan ,2024-06-11,POLITICS,"['hundred', 'individuals', 'convicted', 'amid', 'human', 'trafficking', 'fight', 'uzbekistan']",0.271,0.729,0.0,-0.3818,2024-06,2024-06-10/2024-06-16
1918,Valerie Reynoso: Central Asia continues to consolidate mutually beneficial efforts in addressing sustainable development issues,2024-06-11,POLITICS,"['valerie', 'reynoso', 'central', 'asia', 'continues', 'consolidate', 'mutually', 'beneficial', 'efforts', 'addressing', 'sustainable', 'development', 'issues']",0.0,0.805,0.195,0.4404,2024-06,2024-06-10/2024-06-16
1903,Shavkat Mirziyoyev receives US delegation,2024-06-11,SOCIETY,"['shavkat', 'mirziyoyev', 'receives', 'us', 'delegation']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1910,Import of fuel oil and coal to be exempted from customs duties for two years,2024-06-11,SOCIETY,"['import', 'fuel', 'oil', 'coal', 'exempted', 'customs', 'duties', 'two', 'years']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1907,Green Space project: Over one million unplanted saplings added to reports as planted,2024-06-11,SOCIETY,"['green', 'space', 'project', 'one', 'million', 'unplanted', 'saplings', 'added', 'reports', 'planted']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1902,Italian company EU Wings to service aircraft at six airports in Uzbekistan,2024-06-11,SOCIETY,"['italian', 'company', 'eu', 'wings', 'service', 'aircraft', 'six', 'airports', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1914,Uzbekistan's gold and foreign currency reserves surge in May,2024-06-11,BUSINESS,"['uzbekistans', 'gold', 'foreign', 'currency', 'reserves', 'surge', 'may']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1909,ZTE plans to participate in creation of new data centers in Uzbekistan,2024-06-11,SOCIETY,"['zte', 'plans', 'participate', 'creation', 'new', 'data', 'centers', 'uzbekistan']",0.0,0.769,0.231,0.2732,2024-06,2024-06-10/2024-06-16
1904,Rising utility costs stir public concern in Uzbekistan,2024-06-11,SOCIETY,"['rising', 'utility', 'costs', 'stir', 'public', 'concern', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1911,"Uzbekistan, Bangladesh eye to strengthen bilateral engagement",2024-06-11,SOCIETY,"['uzbekistan', 'bangladesh', 'eye', 'strengthen', 'bilateral', 'engagement']",0.0,0.43,0.57,0.6486,2024-06,2024-06-10/2024-06-16
1906,Ülker may start manufacturing confectionery in Uzbekistan,2024-06-11,SOCIETY,"['lker', 'may', 'start', 'manufacturing', 'confectionery', 'uzbekistan']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1912,"Uzbekistan permits installing EV chargers at home, introduces new tariff incentives for nighttime charging",2024-06-11,POLITICS,"['uzbekistan', 'permits', 'installing', 'ev', 'chargers', 'home', 'introduces', 'new', 'tariff', 'incentives', 'nighttime', 'charging']",0.0,0.827,0.173,0.3182,2024-06,2024-06-10/2024-06-16
1905,"Uzbekistan, Kyrgyzstan, and Kazakhstan sign agreement on preparation for construction and operation of Kambarata HPP",2024-06-11,SOCIETY,"['uzbekistan', 'kyrgyzstan', 'kazakhstan', 'sign', 'agreement', 'preparation', 'construction', 'operation', 'kambarata', 'hpp']",0.0,0.738,0.262,0.4939,2024-06,2024-06-10/2024-06-16
1896,IT Park Uzbekistan to deepen ties with KoBiz Alliance for technological advancements,2024-06-12,BUSINESS,"['park', 'uzbekistan', 'deepen', 'ties', 'kobiz', 'alliance', 'technological', 'advancements']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1894,Russia may ban illegal migrants from getting married,2024-06-12,SOCIETY,"['russia', 'may', 'ban', 'illegal', 'migrants', 'getting', 'married']",0.59,0.41,0.0,-0.802,2024-06,2024-06-10/2024-06-16
1901,Saida Mirziyoyeva receives US Trade Representative ,2024-06-12,SOCIETY,"['saida', 'mirziyoyeva', 'receives', 'us', 'trade', 'representative']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
1900,Road accident involving four cars occurs in Tashkent,2024-06-12,POLITICS,"['road', 'accident', 'involving', 'four', 'cars', 'occurs', 'tashkent']",0.341,0.659,0.0,-0.4767,2024-06,2024-06-10/2024-06-16
1899,FMs of Uzbekistan and Mongolia discuss agenda of upcoming bilateral meetings ,2024-06-12,SOCIETY,"['fms', 'uzbekistan', 'mongolia', 'discuss', 'agenda', 'upcoming', 'bilateral', 'meetings']",0.0,1.0,0.0,0.0,2024-06,2024-06-10/2024-06-16
