Title,Date,Category
Major energy companies significantly reduce tax payments,2024-08-30,SOCIETY
Gazprom doubles gas supplies to Central Asia,2024-08-30,SOCIETY
Citizen of Uzbekistan rescued from four-year illegal detention in Türkiye,2024-08-29,SOCIETY
Paper insurance policies outlawed as Uzbekistan moves to digital system for all contracts,2024-08-29,POLITICS
Price inflation in pharmacies results in 5.4 billion UZS in unjustified earnings,2024-08-29,BUSINESS
Uzbekistan and Oman discuss prospects for investment cooperation,2024-08-29,POLITICS
More than 4 million foreigners visited Uzbekistan for tourism purposes in January-July 2024 – Statistics Agency,2024-08-29,TOURISM
Foreign Minister Saidov meets with UNFPA Representative to Uzbekistan to discuss ongoing collaboration,2024-08-29,POLITICS
Kazakhstan may use Uzbekistan’s grid for importing electricity from Tajikistan,2024-08-29,BUSINESS
Gov’t introduces free online service for appealing traffic fines starting September,2024-08-29,POLITICS
"Deputy minister calls $1,000 monthly salary for all teachers as 'utopia'",2024-08-29,POLITICS
Uzbekneftegaz faces legal action for violating competition law in multi-billion UZS tenders,2024-08-29,BUSINESS
Uzbekistan's Culture Minister prioritizes festivals over street infrastructure spending,2024-08-29,POLITICS
Native of Uzbekistan wanted internationally in the Finiko financial pyramid case,2024-08-29,SOCIETY
Master’s program admission results announced,2024-08-29,SOCIETY
Uzbekistan abolishes double tax rate on urban agricultural land,2024-08-29,POLITICS
Uzbekistan sees record high in gold prices with 5-gram bars topping 5.3 million UZS,2024-08-29,BUSINESS
"Uzbekistan’s transit cargo volume reaches 5.3 million tons, with rail transport leading",2024-08-29,BUSINESS
"Industrial growth reaches 7% as Uzbekistan launches 1,300 new facilities, aiming for more by year's end",2024-08-29,BUSINESS
Voluntary surrender of non-firearm weapons exempts individuals from liability,2024-08-29,POLITICS
Uzbekistan appoints new ambassador to South Korea,2024-08-29,POLITICS
Uzbekistan to ratify ILO Convention on Paid Annual Leave,2024-08-28,SOCIETY
New China-Uzbekistan rail route launched with first freight train arrival,2024-08-28,BUSINESS
Uzbekistan outlaws job discrimination based on relatives' criminal records,2024-08-28,SOCIETY
EBRD allocates $65 million for Uzbekistan’s first renewable hydrogen plant to cut CO2 emissions,2024-08-28,BUSINESS
Uzbekistan to establish National Investment Fund,2024-08-28,SOCIETY
Olympic champions presented awards (photos),2024-08-28,SPORT
Iberojet launches charter flights from Madrid to Tashkent and Urgench,2024-08-28,BUSINESS
“Ipak Yuli” Bank imposed a fine for false advertising,2024-08-28,POLITICS
“The Olympics were literally full of records and unparalleled achievements for us” – Shavkat Mirziyoyev ,2024-08-28,SPORT
Mirziyoyev: Uzbekistan has accumulated successful experience in combating poverty,2024-08-28,POLITICS
Uzbekistan aims for nearly 1 GW in new alternative energy projects by year end,2024-08-28,BUSINESS
Uzbekistan and the UK discuss prospects for cooperation on healthcare digitalization,2024-08-28,POLITICS
Uzbekistan repatriates children left unattended in Kazakhstan through consulate efforts,2024-08-28,SOCIETY
ADB launches new 5-year partnership strategy for Uzbekistan,2024-08-28,BUSINESS
President orders to replace heating system of 1 million households with an energy-saving one,2024-08-27,POLITICS
Tatarstan may open 2 new industrial parks in Uzbekistan,2024-08-27,POLITICS
“Half of electric charging stations in Uzbekistan are located in Tashkent” – Ministry of Economy and Finance,2024-08-27,SOCIETY
Gov’t organizations attempted to conduct illegal public procurement worth 11 billion UZS in two months,2024-08-27,SOCIETY
Tanzila Narbayeva meets with her Belarusian counterpart Natalya Kochanova,2024-08-27,POLITICS
Taliban urges Uzbekistan to return military aircraft,2024-08-27,SOCIETY
Chinese cargo airline to start operating flights to Tashkent,2024-08-27,SOCIETY
Kaspi plans to participate in privatization of Humo payment system,2024-08-27,BUSINESS
MPs pass a bill on digital evidence ,2024-08-27,POLITICS
Uzbekistan to cut off red tape in employment ,2024-08-27,POLITICS
"Tashkent Metro sees significant increase in daily passenger numbers, reaching 724.5 thousand",2024-08-27,SOCIETY
British Council ready to deepen educational and cultural ties with Uzbekistan,2024-08-27,POLITICS
Uzbek nationals cleared of involvement in Volgograd prison hostage incident,2024-08-27,SOCIETY
Shangfeng cement plant fined 4.9 billion UZS for dumping and unfair competition,2024-08-27,BUSINESS
"Taliban appoints new ambassador to Uzbekistan, replacing dismissed diplomat linked to Afghan minister",2024-08-27,POLITICS
Russia to supply Uzbekistan with Monkeypox detection kits,2024-08-27,POLITICS
Uzbekistan to strengthen penalties for deaths caused by torture,2024-08-26,SOCIETY
"""Uzbekneftegaz"" and SOCAR forge strategic partnership, launch exploration on Ustyurt Plateau",2024-08-26,SOCIETY
Shavkat Mirziyoyev visits Imam Bukhari's mausoleum in Samarkand,2024-08-26,SOCIETY
Uzbekistan and Egypt set agenda for future political consultations and economic collaboration,2024-08-26,POLITICS
Uzbekistan introduces tax benefits and new platforms for civil society support,2024-08-26,POLITICS
Competition Committee takes action against Nukus Airport for tender irregularities,2024-08-26,SOCIETY
Uzbekistan to open polling stations in 39 countries for upcoming parliamentary elections,2024-08-26,SOCIETY
"President Shavkat Mirziyoyev to attend opening ceremony of ""Sharq Taronalari"" International Music Festival in Samarkand",2024-08-26,POLITICS
"Uzbekistan's foreign trade with 187 countries hits $36.8 billion, China and Russia top the list",2024-08-26,BUSINESS
Muslim Board of Uzbekistan to start new Umrah season on September 10,2024-08-26,SOCIETY
Uzbekistan to host international experts for Global Dialogue on Multidimensional Poverty,2024-08-26,POLITICS
Former Andijan mayor Dilmurod Rakhmatullaev dismissed again shortly after new appointment,2024-08-26,POLITICS
Government announces 4 consecutive days off for Independence Day celebrations,2024-08-26,SOCIETY
31 children who were deprived of parental care in Russia repatriated to Uzbekistan,2024-08-26,SOCIETY
USA reaches an agreement with Uzbekistan on aircraft transferred from Afghanistan,2024-08-24,POLITICS
Textile companies to be granted preferential loans for purchase of cotton,2024-08-24,BUSINESS
Humo integrates card payment network with South Korea's BC Card,2024-08-24,BUSINESS
Uzbekistan to build a madrasa in Afghanistan for 6 million USD,2024-08-24,POLITICS
Ziroat Mirziyoyeva and Saida Mirziyoyeva meet with Azerbaijan’s first lady ,2024-08-24,POLITICS
Universities to start new academic year on September 9,2024-08-23,SOCIETY
Uzbeks traveling to Russia advised to take security measures,2024-08-23,SOCIETY
Uzenergoinspeksiya management to be transferred from Ministry of Energy to CabMin,2024-08-23,SOCIETY
Uzbekistan and Azerbaijan undertake to increase number of mutual flights,2024-08-23,POLITICS
Uzbekistan and Azerbaijan become allied countries,2024-08-23,POLITICS
Silk Avia to launch direct flights between Bukhara and Urgench in September,2024-08-23,SOCIETY
Assistant governor who embezzled over 1 billion UZS detained in Kashkadarya,2024-08-23,SOCIETY
Financial penalty applied against JSC “Tashkent Passenger Car Construction and Repair Plant” ,2024-08-23,SOCIETY
Train services between Tashkent and Moscow being restored,2024-08-23,SOCIETY
Gov’t to allocate over 2 trillion UZS for financing successful “Initiative Budget” projects ,2024-08-23,SOCIETY
Mirziyoyev and Aliyev hold first session of the Interstate Supreme Council,2024-08-23,POLITICS
President awards a group of Olympic prize winners,2024-08-23,SPORT
Ilham Aliyev officially welcomed at Kuksaroy residence (photos),2024-08-23,POLITICS
Farmer who stole electricity worth about 1.4 billion UZS detained,2024-08-23,SOCIETY
Gas production decreasing amid decline of electricity generation ,2024-08-23,SOCIETY
Cash amount in circulation exceeded 50 trillion UZS for the first time,2024-08-23,SOCIETY
Korzinka pays penalty for violating advertising laws,2024-08-23,SOCIETY
Scheduled cold water outages expected in Tashkent,2024-08-22,SOCIETY
Uzbekistan to open textile and footwear trading house in Poland,2024-08-22,SOCIETY
S7 Airlines to launch direct flights from Fergana to Novosibirsk,2024-08-22,SOCIETY
India’s Avee Broilers may establish a $43 million poultry production facility in Uzbekistan,2024-08-22,SOCIETY
Customs authorities prevent attempt to smuggle gold out of Uzbekistan,2024-08-22,SOCIETY
"Uzbekistan updates law “On State Secrets”, expands non-classified information list",2024-08-22,POLITICS
Tashkent airport security stops foreign national with undeclared firearm,2024-08-22,SOCIETY
Legislative Chamber approves law on State Defense Orders to regulate security and emergency measures,2024-08-22,POLITICS
Ilham Aliyev arrives in Uzbekistan on a state visit,2024-08-22,POLITICS
Uzbekistan increases service terms in special ranks by one year ,2024-08-22,POLITICS
UzAuto Motors sees 65% profit increase despite a decline in assets,2024-08-22,BUSINESS
President of Azerbaijan to visit Uzbekistan,2024-08-22,POLITICS
Uzbekistan's trade deficit grows as gas imports surge and gold exports halt,2024-08-22,BUSINESS
Saneg sells part of Fergana Oil Refinery's assets to Air Products for $140 million,2024-08-21,POLITICS
Latvia offers job opportunities for truck mechanics from Uzbekistan ,2024-08-21,SOCIETY
Uzbekistan Railways and its subsidiary fined for ticket price inflation,2024-08-21,SOCIETY
Uzbekistan to transfer power grid management to private companies by 2025,2024-08-21,SOCIETY
Major fire breaks out on gas pipeline in Kashkadarya,2024-08-21,SOCIETY
Uzbekistan's CEC approves all political parties for parliamentary elections,2024-08-21,POLITICS
"Uzbekistan’s court rules against ""Ozodlik"" Radio in defamation case, orders retraction and compensation",2024-08-21,SOCIETY
Nurobod resident arrested for defrauding citizens with false promises of work in the UK,2024-08-21,SOCIETY
Unlicensed driving led to 707 accidents and 212 deaths in Uzbekistan last year,2024-08-21,SOCIETY
New multimodal container route launched from Indian ports to Uzbekistan,2024-08-21,SOCIETY
"Uzbekistan's population surpasses 37 million, growing by 1.8 thousand daily",2024-08-21,SOCIETY
"Over 12,000 households in Tashkent's key districts to face temporary gas supply interruption",2024-08-21,SOCIETY
Russian authorities detain foreign national for recruiting citizens of Uzbekistan into terrorist ranks,2024-08-21,SOCIETY
"Government introduces VAT cashback and documentation-free procurement for restaurants, cafes, and hotels",2024-08-20,POLITICS
President Mirziyoyev sets new standards for protecting entrepreneurs against unjustified business halts,2024-08-20,POLITICS
Uzbekistan's airports strengthen precautions against monkeypox with new screening measures,2024-08-20,POLITICS
Uzbekistan and Kyrgyzstan to integrate public transport payment systems using ATTO and Tulpor cards,2024-08-20,SOCIETY
President Mirziyoyev promotes equal competition and WTO membership goals in open dialogue,2024-08-20,BUSINESS
Uzbekistan abolishes separate registration for Tashkent: Single system for all regions proposed,2024-08-20,POLITICS
“38 percent of entrepreneurs intend to obtain resources through Islamic finance” – President,2024-08-20,BUSINESS
"Shavkat Mirziyoyev pledges continued support for entrepreneurs, highlights economic growth amid challenges",2024-08-20,BUSINESS
Volume of direct investments in Uzbekistan doubled in H1,2024-08-20,BUSINESS
President Mirziyoyev introduces measures to ease land purchase costs for entrepreneurs,2024-08-20,BUSINESS
Legal entities' electricity and gas consumption limits raised by up to 20% without affecting base tariff,2024-08-20,BUSINESS
Uzbekistan and Poland discuss major textile and technology cooperation opportunities,2024-08-20,BUSINESS
"Uzbekistan and Spain enhance textile sector collaboration, preparing for joint ventures and expos",2024-08-20,BUSINESS
President Mirziyoyev initiates $10 billion program to boost business and employment in Karakalpakstan,2024-08-20,BUSINESS
Gold prices in Uzbekistan hit record highs for second consecutive day amid global market trends,2024-08-20,BUSINESS
Karakalpakstan's first gold mine launched with $20 million investment by Ji An Tai International,2024-08-20,BUSINESS
Malaysian Sunview Group to build 200 MW solar power plant in Fergana,2024-08-20,BUSINESS
"Tashkent authorities seize over $17,000 in counterfeit bills, several suspects arrested",2024-08-20,SOCIETY
Uzbekistan sees sharp drop in appliance imports amid stricter import regulations,2024-08-20,BUSINESS
Aral Sea region receives $80 million boost to address climate change effects,2024-08-20,BUSINESS
